Tweet,Offensive
@user @user @user @user @user Lol liberals do the same thing? ,0
@user He is and was and is to come. ,0
@user He is not the best receiver in the NFL when healthy. ,0
#MorningJoe the closer it gets to monday the louder the liberals will squeal. ,0
@user @user @user @user @user LMAO you are too dumb... forgive my manners but this pile of shiit you just said can give cancer. ,1
@user It would make sense for her to be a big character in 9 but if she stays the way she is I really hope not. Lol she was making me cringe most of the movie 😂 ,0
@user @user Gun control at its finest! 2A is the greatest!!  She was #MAGA ,0
@user @user Commissar says you have his blessing. ,0
@user @user @user @user Loved to hate MR in Bobby Brown show. That guy really screwed those kids back in the day. Please let him go through all HWs drama. He is my favorite &amp; then Jerry.  Maybe they should have a show Andy? ,1
@user @user @user Yes she is. So why isn't she under investigation? ,0
@user How is the gun control working in Chicago? ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Here’s our response to @user Antifa  Don’t you EVER ask our family for donations to #Antifa EVER AGAIN!!! ,0
@user Hey brian tell us about the time you voted with the liberals to take our guns away.  ,0
@user Packing 💼🕶👢 for TX 🤠👍🏼⚽️♥️- hope you are well🤗 #almostcousins♥️ ,0
@user @user Fuck this !! He acted like The father of the girl killed at Parkland was a bug.  Instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy with an AR 15! ,1
@user Ever get the feeling these people do not live in the same universe as we do? ,0
#politicslive @user decision to go into bed with the @user in the coalition will be his down fall for years to come. ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user So the march is against antifa bigots and labour anti-semitism then? Did I get that right? ,0
@user you are a shining light in a dark world ,0
@user @user @user Omg what country were you in?? It wasn’t America. But again you liberals will believe ANYTHING ,1
@user @user OLIVIA YOU ARE KILLING IT ,0
The Whole World can see what President Trump has accomplished and Americans by-and-large are extraordinarily proud of the Trump  Administration.  It makes no difference what the Left and its Mainstream New Media dedicated conartists try and pull on us.  We are AWAKE #MAGA ,0
@user You are most definitely not a man of God. ,0
@user @user He is losing his mind ,1
@user @user Exactly. Well said! #MAGA ,0
@user You 100% believe AB would be the player he is today without Big Ben? ,0
@user It sucks hy 🤦‍♀️ ,1
@user Time to take this twt down. Is there anyone in our team with an ounce of guts?. @user @user ,0
"#ThursdayThoughts  I wonder how many liberals would take the word of a woman that accused their husband, son, dad of groping"""" 36 years ago?  A BIG FAT ZERO!  We can not allow people 2 destroy any man's life without 100% proof they were violated.  It's a tactic, not the TRUTH. ",0
@user @user @user @user @user @user If antifa weren't using violence they wouldn't have a hope of doing this.  Jokes &lt; Violence ,0
@user Aw what? That's devastating.  Hope you are ok.   I love you Biter ,0
@user but you ARE listening to Grandmaster Trump ,0
@user ANCIENT HOMIES COULDNT HAVE COCK COCKS FIGHTING BECAUSE THAT WAS LITERALLY ILLEGAL IN ATHENS FJSHDHJS ,1
@user @user @user So all ddsl clubs reinvest the money and don’t buy houses and cars from the money they make? Actually not sure if you are serious. 100 kids go over every year that’s a lot money. You think the ddsl reinvest that😂😂😂 ,0
@user You after the Mounties come and get you for being a dirty pervert on the Internet...only you are 150 pounds heavier than him but you get the point ,1
@user Destroying me???? Excuse me I beat you all the time why you bullshitting that?? Also I love you more 😤 ,1
1000 gay children have now died as a result of bert and ernie not being gay. hope ur happy conservatives. ,0
@user yeah it start with her being a blogger and all but somehow it turned into a murder fan fiction ,1
@user @user Global sushi &gt; dead commie terrorist. I choose sushi. ,0
@user Drama queen. #WalkAway ,0
@user @user @user I wonder if she is still in love with the drug dealing  boyfriend that worked at Burger King. ,1
@user Bet ya Ryan can’t wait... ,0
@user Bill Maher is a known POS! ,0
@user And he is planning to run in 2020? Joe lost his natural mind... ,1
@user @user Don’t let the door hit ya... ,1
@user @user @user @user @user @user @user Classic Liberal projection. Accuse conservatives of what we do 🙄 ,0
@user @user And they aiming right way you WHOOO WHOOO ! ,0
@user @user You are 20X the trader I am lol I’m screwed but I have a tight stop. I’ll let it ride! ,1
@user @user did the pope say he is a 'sinner' yet to be unveiled😢🙏 ,0
@user I'M SO FUCKING READY ,0
@user No the person also needs to change because she is a remainer why she was put in charge of brexit negotiations i have no clue 😒 ,0
@user @user The left has a plan that is popular with liberals. Their Campaign Platform is all free stuff for everybody all the time. Everyone is welcomed at all times to come to America .  We will support them too. Where are the funds to support these plans?  The left doesn’t knowor care. ,0
@user Her brain is still somewhere lost in The Matrix... Then again Liberals are just plain delusional no matter what. 👊 ,1
@user Accuser actually needs to be investigated. It’s interesting she whiped all her social media accounts. Was she an ANTIFA member? ,0
@user @user I'll be worried the day Conservatives support Trudeau. Quelled surprise they don't like the way he's handling something. ,0
@user @user Crooked ,0
@user Yay!  Look at the liberals complaining yet again! ,0
@user @user @user @user Why does everyone else get attacked by Antifa type groups who never go to jail and also gets extreme negative media coverage that insights the violence. Except LibLabCon? Why? #stitchup ,0
Should of known she wouldnt show up! Only accuse is in the dems playbook! When will people start understanding that the radical have taken over the party!  #ConfirmKavanaugh #MAGA #WednesdayWisdom #FortTrump #1linewed ,1
@user This is what happens when liberals get in control ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thanks Awake. Love you guys. 🙋‍♀️🇺🇸❤ Following all Patriots. ,0
AD 1745: Jacobite Rising of Bonnie Prince Charlie ,0
@user I should make a “sam has new hair and she is fabulous” sign that I have on my person for when we are together ,0
@user @user @user We do know she belongs to the violent liberal Antifa party who w/ their KKK HOODS beat up total strangers &amp; are funded to do so by her party. Most violent &amp; corrupt party trying to now pour on the tears &amp; get us to believe they have a heart. Hard sell to anyone including voters! ,1
@user @user Advocating for herself is ridiculous fam? ,1
"@user @user @user @user @user less money"""". Funny.  The only person concerned with profit in healthcare is you. I and everyone else in the country want the carpet baggers to go fleece someone else, or better still, find something to do that doesn't involve seeking rent from essential public services."""" ",0
